PEDIDO;Driver ID;Driver Name;Destination Hub;Data;OnHoldReason;status
BR233419312076X;441;Nelson Saunton;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Normal;OnHold
BR2358204677139;218;Annaliese Faichney;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Address cannot be found;Delivering
BR230180916368W;150;Blondy Aylmer;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2326782142696;316;Erskine Dybald;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Address cannot be found;Delivering
BR235934730842F;275;Normy Blais;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Normal;Delivered
BR233668917022O;135;Lew Creevy;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Out of the route ;Delivering
BR2383985014664;292;Cullie Simkovich;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR233225103394C;500;Bryant McKenny;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;App/Internet failure;Delivered
BR2333219857590;459;Wake Ivakhin;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;App/Internet failure;Delivering
BR233920532354K;299;Edee Glayzer;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2335715565232;113;Elmer Sabban;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR238415689856I;317;Jermaine Cratere;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Out of the route ;Delivering
BR238769884911C;56;Damien Finan;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2362623129258;327;Guinevere Slane;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2324762189886;498;Antone Bontein;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR239167697493U;347;Sawyere Tonepohl;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;App/Internet failure;OnHold
BR234694939091J;267;Klaus Shelp;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR237904165189E;390;Livvyy Labat;LM Hub_MG_Contagem;2024-04-22 00:00:00;Address cannot be found;Delivering
BR234147121442K;158;Belvia Side;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Address cannot be found;Delivering
BR237979992794F;16;Margot Fosdike;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Out of the route ;Delivering
BR232232303383T;401;Davin Vanne;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Out of the route ;OnHold
BR233942948153C;128;Yank Dewar;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2363019059471;99;Orlando Hencke;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR235497899197G;320;Rob Spadaro;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;App/Internet failure;Delivered
BR238811500863D;475;Guss Burnall;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR236825571121F;371;Holly Primo;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR236516267707C;233;Wheeler Cameli;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR236232992476M;179;Thebault Whitewood;LM Hub_MG_Contagem;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR235341316297D;338;Cristy Bissill;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Out of the route ;OnHold
BR233280625674H;495;Elenore Maton;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2329323468285;112;Allys Ionnisian;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Out of the route ;OnHold
BR238408370415O;249;Briano Astbury;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR233763971821O;306;Aurelie Garrad;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR238817600483B;118;Walton Antoniottii;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Out of the route ;Delivered
BR233767791786C;87;Rand Schustl;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR237435148054O;132;Lucy Hryniewicz;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR232126603585D;294;Deena Laker;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR233480691854B;370;Lori Dakin;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Out of the route ;Delivered
BR2387887474186;332;Bruno Kemston;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Address cannot be found;Delivering
BR236152936708P;214;Latisha Vella;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR2379386153620;135;Lew Creevy;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR232606210298X;330;Winifred Haacker;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2325108252955;379;Evelin McCalister;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Normal;Delivering
BR2386815325968;306;Aurelie Garrad;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR234265399778D;430;Jarvis Bethel;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR234882011358N;182;Benita Halsworth;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2378660739671;477;Karola Curry;LM Hub_MG_Contagem;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2346057281157;286;Tiffani Ottiwill;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Out of the route ;OnHold
BR2302034924108;22;Gardener Davitti;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR232152562433E;99;Orlando Hencke;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Out of the route ;Delivering
BR231553563477X;267;Klaus Shelp;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR236144435629G;348;Constanta MacKenney;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Address cannot be found;Delivering
BR230716995000Q;32;Brockie Rodden;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;App/Internet failure;Delivered
BR2302978062522;436;Kile Hopkynson;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Normal;Delivering
BR2397804134278;187;Kristi Jones;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR236482564551B;43;Dugald Monelli;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Out of the route ;Delivering
BR2343901928798;380;Maynard Archdeckne;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;App/Internet failure;OnHold
BR2330539266966;61;Chelsae Frugier;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Normal;Delivered
BR232477996236U;151;Israel Hasard;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Address cannot be found;Delivering
BR235408736860G;49;Rees Tidey;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Normal;OnHold
BR2314068016163;192;Alexandros Faircley;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2380626985157;41;Kliment Berwick;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Address cannot be found;Delivering
BR230681059575T;286;Tiffani Ottiwill;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Out of the route ;Delivering
BR237197104385E;173;Moyna Weatherill;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR232018611746X;309;Johnette Verillo;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Normal;Delivering
BR232845117709P;165;Emmalynn Kings;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;App/Internet failure;OnHold
BR2311448599695;137;Nigel Pellissier;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR235207075382N;204;Gordy Shillito;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;App/Internet failure;Delivering
BR231688795488J;106;Farlie Pimlett;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR238994007602O;475;Guss Burnall;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Normal;Delivering
BR2309662793109;343;Aurilia Lepoidevin;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR230632135694Q;298;Carey Symers;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Out of the route ;Delivered
BR234427216808M;464;Fergus Crowest;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR236286948246B;197;Sim Forri;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR232168094842I;265;Tuesday Iacoboni;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Out of the route ;OnHold
BR232402808798K;356;Tades Hawkswood;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Normal;Delivering
BR234325261331D;479;Malorie Cook;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2328638540951;156;Margaret Swancock;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2371621303317;270;Lexie Gallemore;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;App/Internet failure;Delivered
BR233784217999R;218;Annaliese Faichney;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;App/Internet failure;OnHold
BR2377776155886;120;Benedicta Burnett;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Normal;OnHold
BR230217734600S;414;Teodoro Book;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR239540822240H;298;Carey Symers;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;App/Internet failure;Delivering
BR230774111362F;41;Kliment Berwick;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Out of the route ;Delivering
BR2322224223357;427;Marin Clewlowe;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Out of the route ;Delivering
BR232609125820B;372;Maurice Gatherer;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR2343594490998;311;Kelcie Ortmann;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR237312555117G;21;Sadye Bust;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Address cannot be found;Delivered
BR237355838964C;18;Faye Jamrowicz;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR238636758489G;117;Fayre Bradder;LM Hub_MG_Contagem;2024-04-22 00:00:00;Address cannot be found;Delivering
BR235235596219H;130;Wesley Hugo;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR233488715903F;337;Ivett O'Crigane;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;App/Internet failure;OnHold
BR231515787250K;283;Munmro Swoffer;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2364774997017;287;Lynnelle Danaher;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR232518087755F;497;Sheeree Letchmore;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR234233745577G;25;Wallie Tytterton;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR233927057809E;118;Walton Antoniottii;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR239710190676K;8;Shelba Groneway;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Normal;Delivered
BR230568276404W;422;Ilise Corradini;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR236582860341A;186;Torie Shearsby;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR236284070589R;356;Tades Hawkswood;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Address cannot be found;Delivered
BR231086862570D;129;Isabeau Woolforde;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;App/Internet failure;OnHold
BR235081794248E;94;Ame Humbatch;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Out of the route ;Delivered
BR231488970525H;393;Matthew Magee;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR233386692673E;44;Patricio Morley;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR236908780812J;165;Emmalynn Kings;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Out of the route ;Delivering
BR231241214420H;382;Chance Scurrell;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Address cannot be found;Delivered
BR231279727361G;170;Ellsworth Dallaghan;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR234432960256G;65;Minor Alcido;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR230193800486C;204;Gordy Shillito;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR238374288402G;257;Maryellen Thurlow;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Normal;Delivered
BR230365592552L;123;Stoddard Kibbe;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR2353173616908;464;Fergus Crowest;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR237647920684M;39;Wilhelmina Shaves;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Out of the route ;Delivered
BR231376707729N;15;Hanni Arnowicz;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR233966490734O;215;Mariquilla Vasilik;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR231488870232E;417;Kassi Blackhurst;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Out of the route ;OnHold
BR232612419140S;244;Schuyler Toopin;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Normal;OnHold
BR231756984076R;50;Harmonia Gush;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Out of the route ;Delivering
BR230572019666M;321;Gerry Sambles;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Normal;OnHold
BR2349952364918;475;Guss Burnall;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR237534777720K;369;Doralynn Klimkowski;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Out of the route ;Delivered
BR234134202472I;283;Munmro Swoffer;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Normal;Delivering
BR233986072112J;476;Conant Povall;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;Address cannot be found;Delivered
BR235578808494S;416;Jessi Petegrew;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Normal;Delivering
BR237999343842F;8;Shelba Groneway;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR232088927982N;463;Ronalda Lowerson;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Normal;OnHold
BR235647409191O;64;Sondra Wyldes;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR231737310903H;167;Pennie Snelgrove;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR236292340629J;11;Melamie Brabben;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Out of the route ;Delivered
BR233422837068H;121;Mariam Deacon;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2341951692139;182;Benita Halsworth;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR233406494550R;323;Antonia Arnau;LM Hub_MT_Cuiba;2024-04-22 00:00:00;App/Internet failure;Delivering
BR239320425665T;283;Munmro Swoffer;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR238149225127S;251;Adrienne Kitchingman;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;App/Internet failure;Delivering
BR2327004956660;269;Mel Bloschke;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2356046242567;369;Doralynn Klimkowski;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR231874366116R;171;Anthiathia Pardy;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR239656431475S;342;Eada Dermot;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Out of the route ;Delivered
BR239264829507Y;433;Rufe Bresnahan;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR2363865012853;213;Seamus Dowyer;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Out of the route ;OnHold
BR2302153735146;106;Farlie Pimlett;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Normal;Delivering
BR234622781648M;370;Lori Dakin;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR234785670161K;37;Danell Kock;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;App/Internet failure;Delivering
BR235024320766K;320;Rob Spadaro;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;Out of the route ;Delivering
BR234063618915F;153;Kip Labrum;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR239331263185D;271;Wally Ferenczi;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Out of the route ;Delivering
BR2313170927224;464;Fergus Crowest;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Address cannot be found;Delivering
BR236383895057E;478;Chance Moine;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;App/Internet failure;Delivering
BR230163995467W;485;Sergio Ambrosetti;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;App/Internet failure;Delivered
BR235882142460Z;106;Farlie Pimlett;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Out of the route ;Delivering
BR230279619825H;92;Cyrill Stiell;LM Hub_MG_Contagem;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR232127519802B;438;Cyril Hebbs;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR233195658774Y;85;Eyde Condon;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR231015250178S;289;Andria Timmes;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR236583089668F;4;Marillin Putley;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR238960153060E;385;Alyse Akett;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR2318924422018;397;Ettie Jays;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;Out of the route ;OnHold
BR230790044953L;306;Aurelie Garrad;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Address cannot be found;Delivered
BR233910384354I;226;Isis MacAnellye;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR231466942911P;146;Everett Aim;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Normal;OnHold
BR237476610804V;371;Holly Primo;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR234146976314U;362;De Beteriss;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR235858713082N;379;Evelin McCalister;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR239160409261B;42;Wilie Paul;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Out of the route ;OnHold
BR2333689746103;456;Agretha Clapp;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR237015332537O;372;Maurice Gatherer;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR235380589218O;133;Claretta Blodgett;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Normal;OnHold
BR235786642894T;444;Coletta Toffolo;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR231649476186E;79;Donelle Duberry;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Address cannot be found;Delivered
BR231910605040Y;355;Lewiss Bodycombe;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR236593836616L;372;Maurice Gatherer;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;App/Internet failure;Delivering
BR2378312979972;282;Allen Kerner;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR236629834389I;141;Antonio Ridehalgh;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
